id,product_name,price,quantity,expiration_date,category,manufacturer,stock_symbol,location,is_available,purchase_date
493,Paper Towel Touchless,44.34,65,10/20/2023,personal care,Dynabox,CMG,PO Box 8830,false,11/24/2023
494,Olives - Kalamata,48.76,765,1/28/2023,food,Trudoo,LDL,PO Box 1668,false,3/17/2023
495,Bar - Sweet And Salty Chocolate,97.39,800,11/18/2023,food,Zoonoodle,HFC,Apt 633,false,10/5/2023
496,Soup Campbells Turkey Veg.,67.09,547,4/21/2022,beverages,Flashpoint,JPS,Apt 1604,true,4/9/2023
497,Juice - Orange 1.89l,75.8,679,11/20/2022,household,Yakidoo,WTFC,PO Box 6563,true,7/5/2022
498,"Soup - Knorr, Chicken Gumbo",63.01,857,5/17/2023,personal care,Gabspot,SPXC,Suite 88,false,7/11/2022
499,Tomatoes - Heirloom,40.16,842,7/26/2022,food,Photofeed,MHD,Room 453,false,8/12/2022
500,"Beef - Baby, Liver",68.36,743,6/17/2022,personal care,Jaloo,IAG,Room 579,false,7/16/2023
501,Ginsing - Fresh,20.08,884,5/19/2023,household,Voonte,AAC,Room 275,true,4/19/2023
502,Cheese - Perron Cheddar,60.6,40,4/5/2023,food,Fiveclub,HNP,Apt 691,true,2/16/2022
503,Bread - Hamburger Buns,44.97,714,1/14/2023,food,Twitterwire,CYS,PO Box 68212,false,1/4/2023
504,Ecolab - Solid Fusion,50.61,757,3/7/2023,beverages,Flashdog,BCS^D,Suite 6,true,8/26/2022
505,Wine - Alsace Riesling Reserve,53.25,197,11/29/2022,personal care,Youtags,AT,8th Floor,false,7/5/2023
506,Lamb Tenderloin Nz Fr,91.44,127,1/29/2022,beverages,Jabbersphere,NXTDW,Suite 46,true,7/14/2023
507,Onions Granulated,79.49,578,11/15/2023,household,Flashdog,ETG,2nd Floor,true,3/14/2023
508,Beer - Steamwhistle,28.7,783,5/20/2023,beverages,Ooba,NICE,Apt 1535,false,9/13/2022
509,Molasses - Fancy,50.66,166,4/5/2023,household,Wikizz,CCCL,Apt 787,true,3/9/2023
510,Tamarillo,2.22,250,9/28/2023,household,Flashdog,CIF,Apt 606,true,7/21/2022
511,Pears - Bosc,49.4,924,1/6/2023,food,Jayo,TRVN,Suite 2,false,5/4/2023
512,Veal - Insides Provini,2.64,894,7/26/2023,personal care,Thoughtmix,KODK,Room 1441,false,12/17/2022
513,Mustard - Seed,95.58,707,10/31/2023,personal care,Chatterbridge,PULM,PO Box 9926,true,7/23/2023
514,Tea - English Breakfast,57.95,171,2/23/2022,beverages,Skyba,MTU,Room 394,false,6/4/2022
515,Bread - Mini Hamburger Bun,98.79,946,4/16/2023,beverages,Voomm,KRO,Apt 89,true,5/10/2023
516,"Coke - Classic, 355 Ml",34.94,464,3/30/2023,food,Devpoint,SSB,Room 1689,true,10/9/2023
517,Lamb Leg - Bone - In Nz,14.15,3,4/27/2023,personal care,Photospace,EMIF,6th Floor,false,3/31/2023
518,Capers - Pickled,61.08,408,10/28/2023,food,Zazio,MMYT,11th Floor,false,7/6/2023
519,"Quail - Whole, Bone - In",73.23,961,1/13/2022,food,Dabfeed,AXGN,Suite 5,false,7/23/2023
520,Bread - Bistro White,44.6,972,4/17/2022,household,Realmix,GATX,Suite 91,true,2/18/2022
521,Chervil - Fresh,21.14,888,8/18/2023,food,Zoombox,LMT,5th Floor,false,7/4/2023
522,Oregano - Fresh,27.55,430,11/28/2023,food,Eayo,SPR,13th Floor,true,7/17/2023
523,Veal - Sweetbread,98.2,223,9/11/2022,household,Twiyo,PEG,Apt 1986,false,9/30/2022
524,Sword Pick Asst,73.44,517,10/16/2022,beverages,Topicware,MYRG,Apt 1333,false,9/6/2023
525,Clam Nectar,83.05,748,12/28/2023,food,Oyoba,LPCN,2nd Floor,true,3/25/2022
526,"Tea - Darjeeling, Azzura",91.17,18,10/1/2023,household,Voomm,LII,16th Floor,false,1/22/2023
527,"Wine - Cahors Ac 2000, Clos",30.72,916,5/5/2023,household,Viva,PMO,Room 1693,true,9/18/2023
528,Wakami Seaweed,75.17,804,2/13/2023,personal care,Mudo,PCQ,Suite 61,true,8/24/2022
529,Flour - Teff,92.16,39,8/24/2022,food,Zazio,WRI,Room 513,false,2/26/2022
530,Puree - Mango,39.84,204,9/1/2023,beverages,Vitz,PSET,7th Floor,false,7/18/2023
531,Beef - Bresaola,93.1,623,4/20/2023,household,Riffpath,NTRP,Apt 391,true,4/17/2023
532,Bread - Bistro Sour,46.23,549,7/1/2022,beverages,Devify,NKE,Room 1771,true,12/24/2022
533,Pears - Fiorelle,29.74,732,7/12/2022,beverages,Mymm,CRTO,Suite 35,true,2/9/2023
534,"Veal - Shank, Pieces",87.02,254,9/12/2023,food,Gabtune,BHK,PO Box 8452,true,11/17/2022
535,Rabbit - Saddles,9.56,804,9/6/2023,personal care,Quimba,RMD,Suite 69,false,1/6/2022
536,Cookie - Oreo 100x2,23.18,105,5/25/2023,food,Layo,TIPT,Suite 75,true,10/28/2022
537,Soup - Campbells Chili Veg,52.58,388,2/16/2022,personal care,Jabbersphere,MANU,8th Floor,false,12/29/2023
538,Flour Dark Rye,57.63,776,9/2/2023,food,Voolith,RLJ,Apt 1051,false,8/15/2022
539,Lobster - Base,6.77,347,9/20/2023,beverages,Thoughtblab,IIVI,19th Floor,false,2/9/2022
540,Carbonated Water - Strawberry,63.35,21,9/7/2022,household,Photojam,TCBK,1st Floor,true,5/31/2023
541,"Crab - Dungeness, Whole",73.79,405,8/15/2022,beverages,Jabbersphere,DX,13th Floor,true,8/29/2022
542,"Pepper - Chipotle, Canned",11.7,864,3/11/2023,beverages,Twitternation,URGN,Room 452,false,1/17/2023
543,"Chilli Paste, Ginger Garlic",17.98,15,5/31/2023,food,Livetube,CPAAU,6th Floor,false,1/6/2022
544,Pastrami,24.53,226,9/20/2023,beverages,Fanoodle,FHN^A,Apt 1571,false,1/10/2022
545,Tea - Herbal - 6 Asst,98.62,839,6/16/2022,beverages,Kare,TCO,Room 1561,true,12/27/2022
546,"Cheese - Manchego, Spanish",22.63,934,12/1/2023,beverages,Dynava,NNI,Suite 30,true,11/30/2023
547,Tart - Lemon,23.38,58,4/4/2023,beverages,Feedbug,TRQ,9th Floor,false,4/7/2023
548,Steamers White,18.93,743,10/20/2022,personal care,Jetpulse,TOO^B,PO Box 51959,true,5/7/2023
549,Propel Sport Drink,50.14,344,10/21/2022,beverages,Thoughtbridge,CMCM,Room 1215,true,11/21/2023
550,"Cheese - Woolwich Goat, Log",36.55,136,11/30/2023,beverages,Ailane,CGO,Room 418,true,12/12/2022
551,Bread Country Roll,69.31,65,6/1/2023,food,Dabshots,ZIV,Apt 1184,true,8/5/2022
552,Oil - Cooking Spray,24.16,37,11/11/2022,household,Riffpath,WGO,Suite 23,true,2/15/2023
553,"Potatoes - Instant, Mashed",46.94,555,2/8/2022,personal care,Photobean,IVC,Apt 968,false,3/25/2022
554,Chocolate Bar - Reese Pieces,20.86,685,7/18/2023,food,Flashspan,ARR,Suite 52,true,5/27/2023
555,Juice - Ocean Spray Kiwi,13.36,894,7/16/2022,household,Dabvine,TAST,Room 100,false,7/2/2023
556,Muffin - Mix - Bran And Maple 15l,43.16,326,12/25/2023,household,Vimbo,PSA^D,Room 30,true,3/13/2022
557,Beer - Steamwhistle,30.16,759,6/15/2023,food,Voolia,TRN,7th Floor,true,5/15/2023
558,Mix Pina Colada,39.43,245,9/2/2022,household,Avaveo,NICE,Room 1334,false,7/13/2022
559,Food Colouring - Blue,43.96,666,1/13/2023,food,DabZ,WHFBL,PO Box 51731,false,3/23/2022
560,Cookie Dough - Chocolate Chip,36.07,73,1/17/2022,beverages,Minyx,HBP,Apt 1446,true,3/13/2023
561,Pear - Asian,53.35,495,10/12/2022,household,Jetwire,RSO^B,Room 975,true,1/25/2023
562,Beans - Wax,93.72,794,6/10/2023,beverages,Agimba,GRPN,PO Box 47519,true,11/28/2022
563,Myers Planters Punch,51.37,532,10/24/2022,personal care,Zoombox,LINC,Apt 1928,false,10/5/2022
564,Icecream - Dstk Strw Chseck,45.35,256,9/4/2023,beverages,Realpoint,SCI,PO Box 23393,false,7/23/2022
565,Cocktail Napkin Blue,50.46,98,4/24/2022,personal care,Flashspan,LDL,PO Box 942,true,7/13/2022
566,Vodka - Smirnoff,14.0,800,3/7/2023,personal care,Thoughtworks,GGM,19th Floor,false,2/10/2022
567,Juice Peach Nectar,48.56,472,5/19/2022,beverages,Browsebug,CCL,Suite 55,true,9/14/2022
568,Muffin Batt - Blueberry Passion,49.76,412,4/6/2022,household,Buzzshare,WBS^E,PO Box 35266,false,3/31/2023
569,"Pepper - Chipotle, Canned",93.03,650,5/31/2022,beverages,Jayo,PINC,12th Floor,true,8/9/2022
570,"Wine - White, Pinot Grigio",18.18,295,4/22/2022,personal care,Thoughtblab,AMT,Suite 84,true,7/20/2023
571,Pepper - Red Thai,6.65,987,2/11/2022,food,Yodo,ATO,20th Floor,true,12/4/2023
572,Cheese - Wine,63.29,54,7/21/2022,household,Skibox,BCBP,Suite 73,true,7/28/2023
573,Coffee - Hazelnut Cream,4.93,348,1/30/2022,food,Blogtag,KOSS,Suite 62,true,5/4/2023
574,Ham - Black Forest,33.87,771,9/11/2022,beverages,Edgetag,ZBIO,17th Floor,false,4/1/2022
575,Tomatoes - Heirloom,60.98,726,2/27/2022,household,Meembee,TAX,Apt 803,false,2/20/2023
576,Wine - Sawmill Creek Autumn,90.66,871,8/7/2022,household,Fiveclub,HOVNP,PO Box 28848,false,1/13/2022
577,Vinegar - Red Wine,91.78,844,2/21/2023,beverages,Rhynyx,AFA,PO Box 37625,false,7/6/2023
578,Ice Cream - Vanilla,48.18,718,4/18/2022,beverages,Meembee,NS^A,Room 1317,true,9/1/2022
579,Ecolab Silver Fusion,96.64,455,5/25/2023,food,Innojam,RACE,Suite 29,true,2/12/2022
580,"Salmon - Atlantic, Fresh, Whole",27.04,703,2/10/2023,beverages,Flipopia,ADSW,Suite 53,false,3/25/2023
581,Salmon Steak - Cohoe 6 Oz,68.69,570,6/15/2022,household,Lazzy,SIGI,Suite 80,false,4/19/2022
582,Appetizer - Chicken Satay,93.58,1000,4/2/2023,household,Skimia,EVBS,Room 1125,false,4/22/2022
583,Vinegar - Raspberry,38.95,440,8/22/2022,beverages,Gigazoom,BJZ,PO Box 15148,true,12/10/2023
584,"Mushroom - Morels, Dry",74.81,882,3/30/2023,food,Youopia,RNWK,Suite 63,false,12/15/2022
585,"Cheese - Havarti, Salsa",57.69,685,10/12/2022,personal care,Ainyx,CSRA,Suite 53,true,5/19/2023
586,Cheese - Blue,77.03,223,5/26/2023,beverages,Zoombeat,MKC.V,Apt 180,true,2/27/2023
587,"Marsala - Sperone, Fine, D.o.c.",4.06,771,2/17/2022,beverages,Gabtype,UMH,Suite 19,false,3/13/2023
588,Kumquat,50.46,359,5/2/2022,beverages,Quamba,TIER,PO Box 14507,true,3/25/2023
589,Hold Up Tool Storage Rack,69.08,147,12/14/2023,household,Zooveo,DCOM,12th Floor,false,11/11/2023
590,Sausage - Meat,30.67,59,2/5/2022,food,Gigabox,GHC,PO Box 11782,true,10/19/2022
591,Ham - Proscuitto,22.17,468,10/24/2023,personal care,Jaxspan,STAG^B,13th Floor,true,12/1/2022
592,Cauliflower,6.37,614,12/23/2022,personal care,Realbridge,EVRI,5th Floor,false,4/10/2023
593,Snails - Large Canned,22.01,457,2/6/2023,household,Dynava,NBR,Suite 79,true,10/6/2022
594,"Vermouth - Sweet, Cinzano",38.33,596,12/14/2022,food,Twitterlist,NXP,PO Box 68363,false,8/2/2023
595,Corn Kernels - Frozen,7.59,309,2/24/2023,food,Realcube,ABX,Room 183,true,3/2/2022
596,Juice - Propel Sport,44.48,996,9/20/2022,beverages,Dabfeed,GNMX,PO Box 53308,false,3/5/2023
597,Mustard - Pommery,12.18,287,9/30/2022,household,Wordpedia,PII,Suite 30,true,6/23/2022
598,Apple - Granny Smith,63.17,561,4/23/2022,personal care,Linklinks,UDBI,PO Box 23338,true,9/11/2023
599,Versatainer Nc - 888,93.58,847,4/25/2023,household,Flipstorm,SPRT,Room 1007,true,7/16/2023
600,Lamb - Loin Chops,18.56,415,6/17/2022,personal care,Jaxspan,TNDM,PO Box 43676,true,3/29/2023
601,Bread - Dark Rye,18.27,848,4/8/2022,household,Linkbuzz,IRCP,Room 12,false,9/16/2023
602,Longos - Penne With Pesto,94.77,707,7/23/2023,personal care,Reallinks,CFRX,19th Floor,false,12/26/2022
603,Nectarines,25.67,408,4/5/2022,food,Avamm,WYNN,Apt 956,false,5/20/2022
604,"Olives - Black, Pitted",65.1,957,10/11/2022,beverages,Mydeo,CLBS,4th Floor,true,3/29/2023
605,Lobster - Cooked,37.75,925,3/5/2022,household,Youopia,HZN,Suite 59,false,5/7/2023
606,Apple - Northern Spy,27.1,93,7/20/2023,household,Kayveo,DDR^A,Apt 51,true,4/13/2023
607,"Veal - Inside Round / Top, Lean",23.22,156,7/13/2022,food,Skivee,SCYX,Suite 42,true,12/21/2022
608,Muffin Hinge Container 6,87.32,700,1/19/2022,household,Eimbee,AFAM,PO Box 45381,true,12/5/2023
609,Juice - Lagoon Mango,66.66,186,3/10/2023,food,Eire,OMAA,3rd Floor,false,11/1/2022
610,Toothpick Frilled,3.56,960,2/20/2023,household,Lazz,SHLO,PO Box 4457,true,6/14/2022
611,Pork - Suckling Pig,20.14,68,10/9/2022,personal care,Yadel,CHS,16th Floor,false,12/14/2022
612,Wine - Periguita Fonseca,15.7,890,3/9/2023,household,Twitterbridge,PVH,Room 1424,false,3/3/2022
613,Ecolab - Medallion,44.06,437,6/28/2022,personal care,Miboo,EVT,PO Box 15730,false,4/28/2022
614,"Coconut - Shredded, Unsweet",51.67,42,8/16/2023,household,Demimbu,NMK^B,PO Box 22487,false,2/8/2022
615,Lighter - Bbq,53.73,490,7/26/2023,food,Meedoo,SNPS,9th Floor,false,7/18/2023
616,Ham Black Forest,68.49,77,9/14/2022,household,Twitternation,ECA,8th Floor,false,9/16/2022
617,"Pasta - Linguini, Dry",10.02,968,3/16/2022,beverages,Quimm,PSB^V,Room 1929,true,2/4/2022
618,"Veal - Round, Eye Of",94.13,635,8/6/2023,household,Agimba,CIVBP,Suite 90,true,10/8/2023
619,Flour Pastry Super Fine,54.17,761,2/3/2022,household,Rhynyx,CPAC,Suite 70,false,2/14/2022
620,Dc - Frozen Momji,15.91,938,7/7/2022,household,Yakidoo,ASFI,10th Floor,false,6/11/2022
621,Calypso - Strawberry Lemonade,12.7,914,3/13/2022,food,Topicshots,FFIC,9th Floor,false,9/29/2022
622,Plastic Arrow Stir Stick,97.41,828,1/17/2022,personal care,Muxo,BHACW,Suite 20,false,3/5/2022
623,Wine - Fat Bastard Merlot,62.63,368,7/14/2023,household,Jatri,RRTS,PO Box 3163,false,12/30/2023
624,Pork - Backs - Boneless,5.47,441,10/27/2023,household,Meeveo,FITB,3rd Floor,true,12/31/2022
625,Calypso - Black Cherry Lemonade,86.04,259,2/1/2022,household,Gabspot,LENS,1st Floor,false,3/30/2022
626,Wine - Maipo Valle Cabernet,18.69,446,10/25/2022,beverages,Thoughtsphere,FNHC,Room 459,false,8/8/2022
627,French Kiss Vanilla,42.76,194,1/29/2023,food,Thoughtstorm,CAFD,7th Floor,true,4/24/2022
628,"Rum - Coconut, Malibu",44.61,749,10/8/2022,personal care,Cogidoo,EML,PO Box 8925,true,11/15/2023
629,Wanton Wrap,55.91,85,12/8/2023,personal care,Yabox,ICB,Apt 1002,true,10/1/2022
630,Wine - Casillero Del Diablo,50.54,305,3/8/2022,household,Tagtune,STBZ,Room 1118,true,5/28/2022
631,"Yogurt - Peach, 175 Gr",71.68,841,3/13/2023,personal care,Jabbersphere,JQC,11th Floor,true,4/25/2023
632,Red Currants,29.81,111,11/23/2023,household,Ainyx,TVIA,14th Floor,false,12/2/2022
633,Filo Dough,90.05,135,3/29/2022,beverages,Meevee,FTS,PO Box 88483,true,6/1/2022
634,Cattail Hearts,40.38,77,8/4/2023,food,Twitterbridge,KO,Apt 308,false,12/13/2023
635,Campari,65.02,66,5/9/2022,beverages,Vinte,ORG,20th Floor,false,3/29/2023
636,Sea Bass - Whole,31.72,367,4/28/2022,personal care,Kamba,ALDR,4th Floor,true,9/17/2022
637,Wine - Saint Emilion Calvet,68.85,671,3/20/2022,food,Feedfish,QTNA,Suite 100,true,4/13/2022
638,Wine - Conde De Valdemar,67.74,482,5/30/2022,personal care,Dynabox,NAV^D,Apt 1005,true,3/11/2023
639,Chips Potato All Dressed - 43g,65.14,50,6/30/2023,food,Innojam,SSWN,4th Floor,false,5/16/2022
640,Wheat - Soft Kernal Of Wheat,83.78,932,7/5/2023,personal care,Janyx,FNFV,Apt 1713,false,7/26/2023
641,Grapefruit - White,81.19,986,3/7/2022,household,Blogtags,FFA,10th Floor,true,6/30/2023
642,"Chocolate - Milk, Callets",86.06,646,3/30/2023,beverages,Skippad,REPH,Room 743,false,6/16/2023
643,Apricots - Halves,55.33,474,6/21/2023,beverages,Oyope,ATHN,Apt 1990,true,5/9/2023
644,"Ham - Smoked, Bone - In",95.72,792,3/15/2023,personal care,Voonyx,PDS,Room 1802,true,10/17/2023
645,Sansho Powder,51.64,800,2/8/2023,household,Pixonyx,MAA^I,Room 1393,true,3/12/2022
646,Salt - Table,93.57,488,4/11/2022,household,Edgeclub,NLY^E,PO Box 87569,false,7/31/2022
647,"Chicken - Leg, Boneless",65.96,424,4/6/2023,personal care,Dabjam,OXBRW,Apt 557,true,9/16/2022
648,"Wine - White, Chardonnay",99.03,294,4/12/2022,food,Feedfire,NCB,Apt 937,false,12/24/2023
649,Appetizer - Shrimp Puff,50.56,217,9/1/2023,food,Devpoint,DOV,Suite 54,false,3/10/2023
650,Cheese - Oka,57.56,386,1/23/2022,beverages,Plambee,ALBO,Room 1570,false,1/21/2023
651,Mousse - Passion Fruit,99.35,926,7/14/2022,beverages,Skynoodle,HAS,Room 1589,false,9/16/2022
652,Basil - Fresh,32.63,400,9/25/2023,personal care,Skilith,PGLC,12th Floor,false,3/11/2022
653,Truffle Cups Green,71.98,631,3/21/2023,food,Realfire,DYNT,Apt 398,true,6/25/2022
654,Glycerine,13.44,713,10/7/2022,beverages,Jaxbean,KMB,Room 1442,false,9/15/2022
655,Wine - Spumante Bambino White,87.19,738,8/19/2023,personal care,Ntag,CYAD,Suite 45,true,9/22/2023
656,Bagelers - Cinn / Brown,28.5,31,8/27/2023,beverages,Eimbee,NC,PO Box 26782,false,3/14/2022
657,Cheese Cloth,1.24,597,10/27/2023,beverages,Camimbo,HUNTU,Suite 5,true,12/29/2022
658,Lobster - Base,46.62,332,4/12/2022,personal care,Thoughtstorm,NVDA,13th Floor,true,6/1/2023
659,Beer - Paulaner Hefeweisse,98.16,758,7/14/2023,household,Photobug,WIRE,Apt 823,true,11/12/2023
660,Coffee - Espresso,6.44,717,10/16/2023,beverages,Thoughtstorm,WEN,Apt 1776,true,2/24/2022
661,Tomato - Green,99.8,630,11/25/2022,beverages,Aimbu,CORI,Apt 637,true,2/12/2022
662,Pastry - Banana Tea Loaf,64.69,270,7/22/2022,personal care,Topicstorm,CNQ,8th Floor,true,3/13/2023
663,"Beans - Navy, Dry",23.6,161,3/2/2022,personal care,Voonix,VEAC,PO Box 60065,false,7/23/2022
664,"Pork - Bacon,back Peameal",34.31,441,10/2/2022,food,Rhyloo,AHPAW,PO Box 51734,false,12/2/2022
665,Cookies - Fortune,73.83,764,5/29/2023,beverages,Dynabox,ANSS,PO Box 69369,false,7/22/2023
666,"Beans - Turtle, Black, Dry",82.03,584,4/1/2023,personal care,Dabfeed,STRL,Apt 1564,true,8/19/2023
667,Cake - Dulce De Leche,43.01,227,1/9/2023,personal care,Podcat,VWOB,PO Box 94691,false,10/16/2022
668,Figs,10.01,226,7/25/2022,food,Yambee,SAH,8th Floor,false,12/3/2022
669,Ecolab - Hand Soap Form Antibac,99.91,429,5/8/2022,household,Feedfire,LB,Suite 29,true,9/8/2022
670,Sobe - Berry Energy,53.91,587,9/24/2023,household,Tazz,SXC,Suite 43,false,4/30/2022
671,Cheese - Parmesan Grated,65.66,858,10/29/2022,household,Vimbo,HP,Room 1679,true,4/8/2023
672,Wine - Masi Valpolocell,93.2,117,11/23/2022,personal care,Kwilith,EXG,Room 220,true,11/24/2022
673,Pomegranates,56.85,569,11/22/2023,household,Meevee,WWW,Suite 23,false,11/20/2023
674,Green Scrubbie Pad H.duty,29.3,654,4/2/2022,food,Blogspan,FONE,PO Box 58182,false,6/24/2022
675,"Juice - Tomato, 48 Oz",88.19,309,8/12/2022,household,Jazzy,NTZ,Apt 1966,false,12/25/2023
676,Chickensplit Half,13.81,722,5/11/2023,beverages,Shuffledrive,HFC,17th Floor,false,6/24/2022
677,"Veal - Inside Round / Top, Lean",80.66,279,11/29/2022,personal care,Mynte,MMP,PO Box 64568,true,5/12/2023
678,Pork - European Side Bacon,28.39,982,2/25/2023,household,Midel,FC,PO Box 27893,true,7/19/2023
679,"C - Plus, Orange",26.1,438,10/29/2022,beverages,Yakijo,MUH,Room 310,true,4/29/2022
680,Ham - Proscuitto,1.65,399,9/15/2023,beverages,Feedfish,FORM,8th Floor,true,1/1/2023
681,Soap - Mr.clean Floor Soap,50.36,33,8/30/2023,household,Avamba,GTS,Suite 56,true,8/18/2023
682,"Wine - White, Ej",89.46,55,12/4/2022,personal care,Twinte,AETI,Suite 47,true,2/16/2023
683,Flavouring - Orange,3.14,406,1/30/2023,beverages,Thoughtblab,ZIXI,Suite 48,true,10/2/2023
684,"Bag - Bread, White, Plain",55.09,152,11/15/2022,food,Skidoo,PNTA.CL,PO Box 38011,true,1/12/2022
685,Beef - Bresaola,44.91,453,2/18/2023,household,Mydeo,PXD,Apt 1711,false,6/16/2023
686,Lamb - Rack,9.62,910,4/21/2023,food,Kayveo,MPWR,Apt 1297,false,1/9/2023
687,Oranges,95.77,213,3/25/2023,food,Livetube,AIV,Apt 570,true,11/9/2023
688,Wine - White Cab Sauv.on,99.3,233,5/13/2023,personal care,Yotz,PYT,6th Floor,false,7/25/2023
689,Pears - Anjou,84.93,252,8/3/2023,beverages,Devify,PNBK,Room 464,true,10/2/2023
690,"Soup - Knorr, Chicken Gumbo",84.05,980,6/20/2022,food,Twimbo,VEACU,6th Floor,true,5/9/2023
691,"Lamb - Leg, Boneless",66.76,501,8/4/2022,beverages,Zooveo,CPT,Room 59,true,12/20/2022
692,Potatoes - Idaho 80 Count,69.57,107,7/21/2023,household,Skyvu,GNT,Apt 778,false,9/29/2022
693,Flour - Masa De Harina Mexican,30.38,805,9/3/2022,beverages,Kaymbo,GPACU,Apt 1770,false,12/16/2022
694,Anchovy Paste - 56 G Tube,38.31,351,5/11/2023,beverages,Leenti,CMD,Apt 235,true,12/13/2023
695,Mints - Striped Red,60.67,87,7/17/2022,personal care,Livetube,SXT,PO Box 65540,false,9/8/2022
696,Aspic - Clear,20.63,503,6/1/2022,food,Twitterbeat,SILC,Apt 950,true,8/24/2023
697,Green Scrubbie Pad H.duty,3.92,356,7/10/2022,beverages,Jayo,IDTI,Suite 3,false,8/30/2022
698,"Pork - Ham, Virginia",39.17,287,2/6/2023,beverages,Edgeify,MGNX,PO Box 72653,true,7/28/2022
699,Ice Cream Bar - Oreo Cone,71.45,658,8/13/2022,household,Quimm,WINA,6th Floor,true,6/1/2023
700,Peach - Halves,89.33,325,2/3/2022,household,Yakitri,CHSP^A.CL,Apt 1589,true,10/28/2022
701,Snapple Raspberry Tea,18.55,878,3/4/2023,food,Voonder,COF^H,PO Box 97214,false,12/28/2022
702,Wine - Sawmill Creek Autumn,67.09,727,2/25/2023,food,Zooveo,IMAX,Suite 20,false,12/4/2022
703,Muffin Hinge Container 6,8.64,911,4/22/2022,household,DabZ,EFAS,Apt 1337,false,3/19/2023
704,Cape Capensis - Fillet,31.3,251,3/3/2022,food,Topicstorm,BOOM,Apt 744,true,10/9/2023
705,Sauce - Sesame Thai Dressing,18.46,229,11/29/2022,personal care,Yacero,NHLDW,16th Floor,true,12/13/2023
706,Wine - Vidal Icewine Magnotta,90.12,314,10/10/2023,household,Youopia,IVTY,Room 1500,true,1/23/2023
707,Flour - Cake,96.14,937,8/24/2022,household,Linklinks,WAAS,Apt 583,false,2/7/2022
708,Ocean Spray - Kiwi Strawberry,9.35,640,3/1/2022,food,Mycat,CRDS,Apt 1418,true,6/18/2022
709,Shark - Loin,55.23,973,3/11/2023,food,Skinte,FRED,7th Floor,false,12/15/2023
710,Boogies,57.12,680,8/25/2022,personal care,Quinu,DBL,Room 702,true,6/18/2023
711,Mushrooms - Honey,77.32,331,3/3/2022,beverages,Devshare,PXS,Apt 946,false,9/5/2022
712,"Pork - Ham, Virginia",9.49,491,5/30/2023,personal care,Ooba,COHU,Room 683,true,3/23/2022
713,Kiwi Gold Zespri,46.46,565,11/14/2023,household,Edgepulse,CHMA,11th Floor,false,12/22/2022
714,Mayonnaise - Individual Pkg,54.41,297,9/2/2023,household,Livefish,XGTI,Room 1801,false,11/14/2022
715,Crab Brie In Phyllo,15.28,239,8/19/2023,beverages,Nlounge,EXA,PO Box 35737,true,5/20/2023
716,"Tart Shells - Savory, 4",19.95,397,1/7/2023,food,Tagtune,DRQ,Room 485,true,2/7/2023
717,"Rosemary - Primerba, Paste",69.16,355,2/16/2023,food,Twiyo,TWI,Room 889,false,4/21/2022
718,Fondant - Icing,23.72,934,1/11/2022,beverages,Bubblebox,TRMR,PO Box 83750,true,1/3/2022
719,Yams,97.3,30,5/14/2023,household,Gigashots,FIZZ,Suite 73,true,10/24/2023
720,Bar Mix - Lemon,51.45,179,11/7/2022,beverages,Thoughtblab,JLS,Apt 1010,false,6/21/2022
721,Shrimp - Black Tiger 16/20,82.7,999,6/13/2022,household,Mudo,EEX,Room 72,false,7/18/2022
722,Pate - Liver,44.18,264,9/25/2023,beverages,Tagpad,BBOX,8th Floor,false,3/18/2022
723,Munchies Honey Sweet Trail Mix,75.43,277,2/5/2022,food,Topiczoom,CCXI,PO Box 12676,false,10/13/2023
724,Pop Shoppe Cream Soda,30.67,941,9/7/2022,household,Jaloo,LKSD,12th Floor,true,1/22/2022
725,Wine - Zinfandel Rosenblum,22.58,747,8/7/2023,food,Quimm,NOC,Suite 92,true,11/12/2023
726,Noodles - Steamed Chow Mein,95.28,833,10/12/2022,beverages,Dabtype,GPACW,Apt 1874,false,1/29/2022
727,Chicken Giblets,35.14,352,5/6/2022,beverages,Feednation,PLCE,9th Floor,false,7/16/2022
728,Salad Dressing,6.53,310,7/3/2022,beverages,Blognation,EPAY,PO Box 28853,true,8/5/2023
729,Flour - Whole Wheat,58.08,246,6/5/2023,food,Buzzdog,GEL,Room 276,true,6/28/2023
730,Goat - Whole Cut,9.63,779,5/2/2022,household,Teklist,VC,Apt 1566,false,1/7/2023
731,Beef - Top Sirloin,79.74,825,12/2/2022,beverages,Eadel,BTZ,PO Box 4211,false,2/6/2023
732,"Soup - Campbells, Butternut",8.7,18,1/6/2022,food,Thoughtsphere,CUR,PO Box 74147,false,6/14/2022
733,Pork - Bacon Cooked Slcd,7.18,644,11/13/2023,personal care,Shuffletag,CBK,Room 964,true,8/29/2023
734,Cheese - Parmigiano Reggiano,76.41,416,7/20/2022,food,Yodel,NEOT,Suite 59,false,3/12/2022
735,Spinach - Packaged,46.38,968,11/2/2022,personal care,Trunyx,MFNC,4th Floor,false,6/26/2023
736,"Nut - Almond, Blanched, Whole",73.73,409,4/27/2022,food,Voolith,ONS,Apt 947,true,10/20/2022
737,Calypso - Lemonade,88.17,851,8/15/2023,household,Jetwire,FRO,Apt 289,true,5/10/2022
738,Silicone Parch. 16.3x24.3,33.75,323,11/17/2022,household,Buzzdog,FEO,PO Box 72405,false,4/15/2022
